,total_score,industry
4752,3.42,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4753,3.43,E-Learning
4754,3.42,Management Consulting
4755,3.44,Information Technology and Services
4756,3.46,Computer Hardware
4757,3.37,"Engineering Software,Software Development & Design,Software"
4758,10.47,"Media & Internet,Information Collection & Delivery,Search Engines & Internet Portals"
4761,3.45,Furniture
4762,10.45,"Search Engines & Internet Portals,Media & Internet"
4763,10.48,"Software Development & Design,Software,Information & Document Management,Business Services,Engineering Software"
4764,10.46,Marketing and Advertising
4765,2.46,"Software Development & Design,Software,Engineering Software"
4766,3.47,Computer Games
4767,3.37,Computer Software
4768,3.48,Internet
4769,3.41,Insurance
4770,3.47,"Software Development & Design,Software"
4771,10.46,Computer software
4773,10.47,Education Management
4774,3.46,Computer Software
4776,10.47,Gambling & Casinos
4778,3.4,Computer Networking
4779,3.41,Government
4781,3.5,Consumer Goods
4782,10.47,Utilities
4783,3.38,Marketing and Advertising
4784,3.46,Education Management
4786,3.48, Information Technology & Services
4787,10.49,Retail
4788,3.47,Research
4789,3.43,"Education Management
"
4791,3.46,Entertainment
4794,3.4,Computer Hardware
4795,10.48,Computer software
4796,3.33,Computer Software
4799,3.4,Information Technology and Services
4801,3.43,Information Services
4802,10.47,Computer Games
4803,3.48,ITS
4805,10.47,Internet
4806,3.46,Computer Software
4807,10.47,Information Technology and Services
4808,10.47,Computer Software
4809,10.45,Information Technology and Services
4810,3.42,Education Management
4811,3.49,Computer Software
4814,10.53,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4815,3.33,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4816,10.48,Internet
4817,3.46,Publishing
4818,10.45,Computer Software
4819,3.46,Consumer Electronics
4820,10.47,Information Technology and Services
4821,10.46,Consumer Electronics
4823,10.48,Computer Games
4824,10.41,Information Technology and Services
4825,3.47,Computer Software
4826,3.44,Information Technology and Services
4827,2.46,Information Technology and Services
4828,3.47,Information Technology and Services
4829,4.34,Computer Software
4830,3.45,Information Services
4831,3.46,Nonprofit Organization Management
4832,3.44,Computer Software
4833,4.4,"Construction,Commercial & Residential Construction,Architecture, Engineering & Design"
4834,3.42,Computer Software
4835,10.48,Internet
4836,10.47,Marketing and advertising
4837,3.45,Real Estate
4838,3.45,Internet
4839,3.4,Information Technology and Services
4840,2.45,Telecommunications
4841,3.44,Internet
4842,10.48,Educational Software 
4843,3.13,Computer Software
4844,3.43,Computer Software
4845,10.41,Telecommunications
4847,10.35,Oil & Energy
4848,3.39,Internet
4849,2.45,Computer Software
4850,3.42,"Newspapers & News Services,Media & Internet"
4851,3.4,Sports
4852,10.46,Information Technology and Services
4853,3.46,"Medical Devices & Equipment,Manufacturing"
4854,10.43,Internet
4856,10.44,Finacial Services
4857,3.45,Management Consulting
4858,3.43,Management Consulting
4859,3.41,financial services
4860,10.47,Design
4862,3.43,Internet
4863,3.43,Computer Software
4864,3.48,Hospital & Health Care
4867,10.49,Computer Software
4868,3.43,Information Technology and Services
4869,10.31,Internet
4870,3.4,Internet
4872,3.17,"Leisure, Travel & Tourism"
4873,10.48,Textiles
4874,10.45,Information Technology and Services
4876,3.43,Hospital & Health Care
4878,3.46,Internet
4879,3.44,Information Technology and Services
4880,3.44,Computer Software
4881,10.45,Electrical/Electronic Manufacturing
4882,3.44,Publishing
4883,10.47,Marketing and Advertising
4884,3.3,Design
4885,3.46,Consumer Electronics
4886,3.48,Higher Education
4888,4.47,Real Estate
4889,2.46,Computer Software
4890,3.46,"Software Development & Design,Software,Metals & Minerals,Manufacturing,Metals & Mining,Energy, Utilities & Waste Treatment"
4891,3.43,Internet
4892,4.48,"Software Development & Design,Software,Drug Stores & Pharmacies,Retail,Healthcare,Biotechnology,Drug Manufacturing & Research,Pharmaceuticals,Hospitals & Clinics,Supply chain management Software(SCM),Healthcare Software"
4893,3.41,Marketing and Advertising
4894,10.47,Computer Games
4895,10.55,Computer Software
4896,10.45,"Health, Wellness and Fitness"
4898,2.44,Information Technology and Services
4899,3.43,Legal Services
4902,3.44,Religious Institutions
4903,3.44,Apparel Retail
4906,10.47,"Telecommunications,Telephony & Wireless"
4907,10.44,Information Technology and Services
4908,3.47,Internet
4909,3.45,Information Technology and Services
4911,10.33,Computer Software
4913,10.46,"B2B, Professional Services"
4914,10.45,Retail
4916,3.45,Insurance
4917,4.44,"Software Development & Design,Software,Newspapers & News Services,Publishing,Media & Internet,Custom Software & Technical Consulting,Transportation"
4919,10.47,Internet
4920,10.46,Computer software
4921,10.49,Consumer Electronics
4922,3.47,Industrial Automation
4923,3.42,Consumer Electronics
4924,3.41,Food & Beverages
4925,3.45,Health Care
4926,3.43,Information Technology and Services
4927,10.44,Civic & Social Organization
4928,3.44,Architecture & Planning
4929,3.39,Computer Software
4930,3.44,International Affairs
4931,10.43,information technologies and services
4932,3.44,Marketing and Advertising
4934,3.44,Wireless
4938,10.48,Hospital & Health Care
4940,10.48,E-Learning
4942,10.47,Consumer Electronics
4943,10.48,"Engineering Software,Software Development & Design,Software"
4944,10.41,Internet
4945,10.49,Consumer Electronics
4946,3.43,Design
4947,3.44,Publishing
4948,10.4,"Hospital & Health Care
"
4949,3.45,Consumer Goods
4950,3.47,Internet
4951,3.44,Real State
4952,3.38,Internet
4953,3.13,Human Resource
4954,10.47,"Crowdsourcing, Recruiti"
4955,10.3,Financial Services
4956,3.32,Retail
4959,10.49,Computer Networking
4961,10.47,Management Consulting
4963,10.45,Acounting
4964,3.46,Higher Education
4965,3.45,Information Technology and Services
4966,10.5,Computer Software
4967,10.46,Information Technology and Services
4969,3.44,Information Technology and Services
4970,10.45,Accounting
4971,3.42,nformation Technology and Services
4972,3.46,Information Technology and Services
4973,3.41,Computer Software
4974,3.42,Higher Education
4975,3.48,Consumer Electronics
4977,3.47,Computer Software
4978,2.46,"Software Development & Design,Software"
4979,2.46,"Software Development & Design,Software,Engineering Software,Content & Collaboration Software"
4980,10.49,Information Technology and Services
4981,3.37,E-Learning
4982,10.46,Computer Software
4983,4.38,Media Production
4985,3.46,Computer Software
4986,3.19,financial services
4987,10.48,Information Technology and Services
4988,10.39,Computer Software
4989,3.45,Financial Services
4990,3.45,Information Technology and Services
4991,3.45,Internet
4992,10.45,"Internet, Data Visualization, Public Safety"
4993,3.47,"Software Development & Design,Software"
4994,3.44,Information Technology and Services
4995,3.46,Alternative Medicine
4996,10.47,Information Technology and Services
4997,3.39,Marketing and Advertising
4998,10.48,Internet
4999,3.44,Computer Software
5000,10.52,Information Technology and Services
5001,10.47,Information Technology and Services
5003,3.47,Computer Software
5007,3.45,"Leisure, Travel & Tourism"
5008,10.49,Computer Software
5009,10.43,Management Consulting
5010,10.48,Insurance
5011,10.44,Nonprofit Organization Management
5012,3.18,Entertainment
5014,3.44,Civic & Social Organization
5016,3.38,Computer Software
5018,3.4,Computer Software
5019,3.45,Internet
5020,10.47,Marketing and Advertising
