,index,0
2836,venture capital and private equity,2460
2837,computer software,2461
2838,marketing and advertising,2462
2839,educational management,2463
2840,computer software,2464
2841,commercial and residential construction,2468
2842,construction,2468
2843,program development,2472
2844,computer software,2474
2845,computer software,2477
2846,government administration,2478
2847,farming,2479
2848,information technology and services,2483
2849,internet,2484
2850,market research,2489
2851,information technology and services,2497
2852,computer software,2501
2853,"internet
",2504
2854,sports teams and leagues,2506
2855,hospitality,2506
2856,internet,2514
2857,computer software,2516
2858,software development and design,2517
2859,software,2517
2860,computer hardware,2518
2861,information technology and services,2520
2862,information technology and services,2521
2863,information technology and services,2522
2864,food and beverages,2523
2865,internet,2526
2866,retail,2529
2867,computer software,2530
2868,computer software,2531
2869,computer software,2532
2870,higher education,2533
2871,information technology and services,2534
2872,software development and design,2535
2873,software,2535
2874,custom software and technical consulting,2535
2875,information technology and services,2536
2876,online media,2537
2877,hospital and health care,2538
2878,financial services,2539
2879,information services,2540
2880,computer networking,2541
2881,computer software,2542
2882,computer software,2543
2883,real estate,2544
2884,consumer electronics,2547
2885,computer software,2548
2886,design,2549
2887,education management,2550
2888,entertainment,2551
2889,information technology and services,2552
2890,design,2553
2891,computer software,2554
2892,apparel and fashion,2555
2893,commercial and residential construction,2556
2894,construction,2556
2895,entertainment,2557
2896,biotechnology,2558
2897,media production,2559
2898,"computer software
",2560
2899,software development and design,2561
2900,software,2561
2901,engineering software,2561
2902,computer software,2563
2903,software development and design,2565
2904,software,2565
2905,engineering software,2565
2906,business intelligence software(bi),2565
2907,enterprise resource planning software(erp),2565
2908,marketing and advertising,2567
2909,manufacturing,2568
2910,telecommunication equipment,2568
2911,computer networking equipment,2568
2912,computer equipment and peripherals,2568
2913,telecommunications,2568
2914,internet service providers,2568
2915, website hosting and internet-related services,2568
2916,internet,2569
2917,computer software,2570
2918,financial services,2571
2919,financial services,2573
2920,travel agencies and services,2574
2921,consumer services,2574
2922,hospitality,2574
2923,transportation,2574
2924,advertising and marketing,2576
2925,business services,2576
2926,computer software,2577
2927,medical devices,2578
2928,software development and design,2579
2929,software,2579
2930,advertising and marketing,2579
2931,business services,2579
2932,networking software,2579
2933,higher education,2580
2934,information technology and services,2581
2935,software development and design,2582
2936,software,2582
2937,engineering software,2582
2938,business intelligence software(bi),2582
2939,enterprise resource planning software(erp),2582
2940,publishing,2583
2941,media and internet,2583
2942,internet,2584
2943,food and beverages,2585
2944,marketing and advertising,2587
2945,advertising and marketing,2589
2946,business services,2589
2947,training,2590
2948,education,2590
2949,information technology and services,2591
2950,computer games,2592
2951,computer software,2593
2952,financial services,2594
2953,financial services,2595
2954,financial services,2596
2955,financial services,2597
2956,information technology and services,2598
2957,computer software,2599
2958,oil and energy,2600
2959,education management,2601
2960,information technology and services,2602
2961,information technology and services,2603
2962,biotechnology,2604
2963,aviation and aerospace,2605
2964,information technology and services,2608
2965,information technology and services,2609
2966,information technology and services,2610
2967,higher education,2611
2968,transportation/trucking/railroad,2613
2969,membership organizations,2614
2970,organizations,2614
2971,banking,2614
2972,finance,2614
2973,information technologies and services,2617
2974,information technologies and services,2618
2975,information technologies and services,2619
2976,environmental services,2620
2977,electricity,2621
2978, oil and gas,2621
2979,energy,2621
2980, utilities and waste treatment,2621
2981,oil and energy,2622
2982,computer software,2623
2983,computer software,2624
2984,computer software,2625
2985,entertainment,2626
2986,information technology and services,2627
2987,information technology and services,2628
2988,information technology and services,2629
2989,software development and design,2631
2990,software,2631
2991,engineering software,2631
2992,business intelligence software(bi),2631
2993,enterprise resource planning software(erp),2631
2994,information technologies and services,2632
2995,information technologies and services,2633
2996,information technologies and services,2634
2997,financial services,2635
2998,financial services,2636
2999,financial services,2637
3000,financial services,2638
3001,computer software,2639
3002,financial services,2640
3003,financial services,2641
3004,financial services,2642
3005,financial services,2643
3006,e-learning,2644
3007,information technologies and services,2645
3008,information technologies and services,2646
3009,information technologies and services,2647
3010,computer software,2648
3011,internet,2649
3012,publishing,2651
3013,information technology and services,2652
3014,training,2653
3015,education,2653
3016,management consulting,2653
3017,software development and design,2653
3018,business services,2653
3019,software,2653
3020,computer software,2654
3021,information technology and services,2655
3022,financial services,2656
3023,retail,2657
3024,construction,2658
3025,public policy,2659
3026,consumer electronics,2661
3027,computer and network security,2662
3028,chemicals,2663
3029,chemicals,2663
3030, petrochemicals,2663
3031, glass and gases,2663
3032,manufacturing,2663
3033,information technology and services,2664
3034,medical devices,2665
3035,credit cards and transaction processing,2667
3036,finance,2667
3037,computer equipment and peripherals,2667
3038,software development and design,2667
3039,office products,2667
3040,telecommunication equipment,2667
3041,manufacturing,2667
3042,retail,2667
3043,software,2667
3044,software development and design,2669
